Order_ID,Order_Date,Customer_ID,Product_ID,Product_Name,Category,Quantity,Unit_Price,Discount,Cost,Sales,Profit,Region,State,Month,Month_Name
ORD05086,2025-07-28,C0852,P009,Backpack,Fashion,5,1800,0.1,4750,8100.0,3350.0,Northeast,Assam,7,July
ORD05087,2025-11-04,C0441,P016,Air Fryer,Home Appliances,2,8500,0.1,10800,15300.0,4500.0,South,Tamil Nadu,11,November
ORD05088,2025-08-20,C0720,P002,Smartphone X,Electronics,1,32000,0.1,25000,28800.0,3800.0,West,Gujarat,8,August
ORD05089,2025-04-07,C0585,P011,Office Chair,Furniture,3,12000,0.15,24000,30600.0,6600.0,Northeast,Assam,4,April
ORD05090,2025-11-02,C1425,P003,Wireless Earbuds,Electronics,1,3500,0.15,2100,2975.0,875.0,North,Uttar Pradesh,11,November
ORD05091,2025-08-20,C1595,P001,Laptop Pro 14,Electronics,4,65000,0.05,200000,247000.0,47000.0,East,Odisha,8,August
ORD05092,2025-09-06,C1823,P002,Smartphone X,Electronics,1,32000,0.05,25000,30400.0,5400.0,South,Andhra Pradesh,9,September
ORD05093,2025-11-14,C0064,P018,Water Bottle,Home & Kitchen,2,800,0.05,700,1520.0,820.0,Central,Madhya Pradesh,11,November
ORD05094,2025-12-03,C0768,P003,Wireless Earbuds,Electronics,2,3500,0.15,4200,5950.0,1750.0,Northeast,Assam,12,December
ORD05095,2025-04-30,C0560,P002,Smartphone X,Electronics,2,32000,0.1,50000,57600.0,7600.0,North,Haryana,4,April
ORD05096,2025-04-17,C1303,P008,Cotton T-Shirt,Fashion,1,900,0.1,450,810.0,360.0,South,Tamil Nadu,4,April
ORD05097,2025-09-17,C1734,P018,Water Bottle,Home & Kitchen,1,800,0.1,350,720.0,370.0,South,Kerala,9,September
ORD05098,2025-12-18,C0670,P006,Running Shoes,Fashion,4,4200,0.1,10000,15120.0,5120.0,North,Punjab,12,December
ORD05099,2025-01-11,C1847,P008,Cotton T-Shirt,Fashion,1,900,0.1,450,810.0,360.0,Central,Chhattisgarh,1,January
ORD05100,2025-01-17,C1543,P001,Laptop Pro 14,Electronics,3,65000,0.2,150000,156000.0,6000.0,South,Kerala,1,January
ORD05101,2025-03-12,C1272,P008,Cotton T-Shirt,Fashion,1,900,0.1,450,810.0,360.0,South,Kerala,3,March
ORD05102,2025-09-01,C0368,P011,Office Chair,Furniture,2,12000,0.15,16000,20400.0,4400.0,Central,Madhya Pradesh,9,September
ORD05103,2025-07-28,C0744,P011,Office Chair,Furniture,2,12000,0.0,16000,24000.0,8000.0,South,Tamil Nadu,7,July
ORD05104,2025-03-19,C0618,P007,Denim Jacket,Fashion,4,3200,0.15,7600,10880.0,3280.0,South,Kerala,3,March
ORD05105,2025-10-17,C1006,P006,Running Shoes,Fashion,1,4200,0.0,2500,4200.0,1700.0,North,Delhi,10,October
ORD05106,2025-04-12,C1995,P003,Wireless Earbuds,Electronics,2,3500,0.0,4200,7000.0,2800.0,Northeast,Assam,4,April
ORD05107,2025-01-21,C1122,P007,Denim Jacket,Fashion,2,3200,0.15,3800,5440.0,1640.0,West,Goa,1,January
ORD05108,2025-10-28,C1292,P002,Smartphone X,Electronics,2,32000,0.2,50000,51200.0,1200.0,North,Haryana,10,October
ORD05109,2025-01-24,C1084,P016,Air Fryer,Home Appliances,3,8500,0.1,16200,22950.0,6750.0,West,Goa,1,January
ORD05110,2025-07-23,C0500,P020,Bluetooth Speaker,Electronics,1,2800,0.0,1600,2800.0,1200.0,South,Andhra Pradesh,7,July
ORD05111,2025-10-12,C1332,P020,Bluetooth Speaker,Electronics,1,2800,0.0,1600,2800.0,1200.0,East,Bihar,10,October
ORD05112,2025-09-22,C1517,P018,Water Bottle,Home & Kitchen,2,800,0.1,700,1440.0,740.0,South,Karnataka,9,September
ORD05113,2025-05-18,C1007,P012,Study Table,Furniture,1,8500,0.15,5600,7225.0,1625.0,South,Telangana,5,May
ORD05114,2025-01-21,C0411,P014,LED Desk Lamp,Furniture,2,1800,0.0,1800,3600.0,1800.0,East,West Bengal,1,January
ORD05115,2025-04-15,C1018,P006,Running Shoes,Fashion,1,4200,0.15,2500,3570.0,1070.0,West,Rajasthan,4,April
ORD05116,2025-12-09,C1164,P012,Study Table,Furniture,3,8500,0.25,16800,19125.0,2325.0,West,Rajasthan,12,December
ORD05117,2025-12-28,C1933,P009,Backpack,Fashion,1,1800,0.1,950,1620.0,670.0,North,Punjab,12,December
ORD05118,2025-05-28,C1352,P009,Backpack,Fashion,4,1800,0.1,3800,6480.0,2680.0,South,Karnataka,5,May
ORD05119,2025-03-20,C0464,P015,Coffee Maker,Home Appliances,1,5500,0.15,3400,4675.0,1275.0,South,Telangana,3,March
ORD05120,2025-01-28,C0702,P006,Running Shoes,Fashion,1,4200,0.2,2500,3360.0,860.0,South,Telangana,1,January
ORD05121,2025-01-22,C1661,P006,Running Shoes,Fashion,3,4200,0.05,7500,11970.0,4470.0,South,Telangana,1,January
ORD05122,2025-12-20,C1949,P019,Cookware Set,Home & Kitchen,3,4200,0.0,7500,12600.0,5100.0,North,Delhi,12,December
ORD05123,2025-11-21,C0163,P002,Smartphone X,Electronics,1,32000,0.1,25000,28800.0,3800.0,West,Gujarat,11,November
ORD05124,2025-04-25,C0060,P009,Backpack,Fashion,2,1800,0.1,1900,3240.0,1340.0,Central,Chhattisgarh,4,April
ORD05125,2025-11-10,C1949,P019,Cookware Set,Home & Kitchen,2,4200,0.2,5000,6720.0,1720.0,West,Maharashtra,11,November
ORD05126,2025-04-29,C1055,P012,Study Table,Furniture,2,8500,0.05,11200,16150.0,4950.0,East,West Bengal,4,April
ORD05127,2025-10-12,C0333,P010,Smart Watch,Electronics,3,7500,0.25,14400,16875.0,2475.0,North,Uttar Pradesh,10,October
ORD05128,2025-06-05,C0076,P005,Monitor 27,Electronics,3,18000,0.05,37500,51300.0,13800.0,North,Haryana,6,June
ORD05129,2025-02-27,C1779,P007,Denim Jacket,Fashion,5,3200,0.2,9500,12800.0,3300.0,West,Gujarat,2,February
ORD05130,2025-10-19,C0317,P018,Water Bottle,Home & Kitchen,2,800,0.0,700,1600.0,900.0,West,Goa,10,October
ORD05131,2025-03-28,C1794,P011,Office Chair,Furniture,1,12000,0.05,8000,11400.0,3400.0,Central,Chhattisgarh,3,March
ORD05132,2025-12-21,C1441,P010,Smart Watch,Electronics,1,7500,0.25,4800,5625.0,825.0,South,Kerala,12,December
ORD05133,2025-03-09,C1992,P002,Smartphone X,Electronics,1,32000,0.1,25000,28800.0,3800.0,South,Telangana,3,March
ORD05134,2025-07-31,C0190,P001,Laptop Pro 14,Electronics,1,65000,0.1,50000,58500.0,8500.0,Central,Chhattisgarh,7,July
ORD05135,2025-08-04,C1513,P020,Bluetooth Speaker,Electronics,2,2800,0.25,3200,4200.0,1000.0,East,Bihar,8,August
ORD05136,2025-02-07,C1913,P008,Cotton T-Shirt,Fashion,2,900,0.1,900,1620.0,720.0,South,Karnataka,2,February
ORD05137,2025-06-13,C1339,P012,Study Table,Furniture,2,8500,0.25,11200,12750.0,1550.0,North,Punjab,6,June
ORD05138,2025-02-23,C0296,P002,Smartphone X,Electronics,2,32000,0.05,50000,60800.0,10800.0,South,Tamil Nadu,2,February
ORD05139,2025-11-05,C0501,P014,LED Desk Lamp,Furniture,2,1800,0.15,1800,3060.0,1260.0,South,Kerala,11,November
ORD05140,2025-01-27,C0177,P019,Cookware Set,Home & Kitchen,2,4200,0.15,5000,7140.0,2140.0,West,Gujarat,1,January
ORD05141,2025-10-08,C0800,P011,Office Chair,Furniture,1,12000,0.05,8000,11400.0,3400.0,West,Rajasthan,10,October
ORD05142,2025-04-23,C0806,P003,Wireless Earbuds,Electronics,1,3500,0.05,2100,3325.0,1225.0,North,Punjab,4,April
ORD05143,2025-11-11,C0860,P011,Office Chair,Furniture,2,12000,0.0,16000,24000.0,8000.0,South,Telangana,11,November
ORD05144,2025-08-28,C1743,P016,Air Fryer,Home Appliances,1,8500,0.1,5400,7650.0,2250.0,North,Punjab,8,August
ORD05145,2025-08-26,C0215,P008,Cotton T-Shirt,Fashion,1,900,0.1,450,810.0,360.0,South,Tamil Nadu,8,August
ORD05146,2025-05-29,C1880,P018,Water Bottle,Home & Kitchen,2,800,0.05,700,1520.0,820.0,East,West Bengal,5,May
ORD05147,2025-07-20,C0653,P013,Bookshelf,Furniture,2,6500,0.25,8400,9750.0,1350.0,West,Rajasthan,7,July
ORD05148,2025-08-05,C0597,P018,Water Bottle,Home & Kitchen,1,800,0.15,350,680.0,330.0,East,Bihar,8,August
ORD05149,2025-04-06,C1718,P012,Study Table,Furniture,2,8500,0.2,11200,13600.0,2400.0,Central,Chhattisgarh,4,April
ORD05150,2025-07-13,C1356,P003,Wireless Earbuds,Electronics,3,3500,0.2,6300,8400.0,2100.0,North,Haryana,7,July
ORD05151,2025-06-26,C0128,P006,Running Shoes,Fashion,1,4200,0.1,2500,3780.0,1280.0,North,Delhi,6,June
ORD05152,2025-08-16,C1293,P004,Mechanical Keyboard,Electronics,2,4500,0.15,5600,7650.0,2050.0,Central,Madhya Pradesh,8,August
ORD05153,2025-07-09,C0551,P019,Cookware Set,Home & Kitchen,1,4200,0.2,2500,3360.0,860.0,North,Punjab,7,July
ORD05154,2025-02-09,C1559,P016,Air Fryer,Home Appliances,3,8500,0.1,16200,22950.0,6750.0,West,Gujarat,2,February
ORD05155,2025-03-26,C1778,P014,LED Desk Lamp,Furniture,1,1800,0.1,900,1620.0,720.0,South,Andhra Pradesh,3,March
ORD05156,2025-10-15,C1390,P006,Running Shoes,Fashion,1,4200,0.15,2500,3570.0,1070.0,South,Andhra Pradesh,10,October
ORD05157,2025-10-30,C0619,P004,Mechanical Keyboard,Electronics,1,4500,0.15,2800,3825.0,1025.0,North,Delhi,10,October
ORD05158,2025-07-18,C0348,P015,Coffee Maker,Home Appliances,2,5500,0.05,6800,10450.0,3650.0,North,Uttar Pradesh,7,July
ORD05159,2025-02-12,C0142,P009,Backpack,Fashion,2,1800,0.2,1900,2880.0,980.0,South,Karnataka,2,February
ORD05160,2025-05-20,C1169,P005,Monitor 27,Electronics,2,18000,0.15,25000,30600.0,5600.0,Central,Madhya Pradesh,5,May
ORD05161,2025-10-09,C0792,P012,Study Table,Furniture,1,8500,0.1,5600,7650.0,2050.0,Northeast,Assam,10,October
ORD05162,2025-05-24,C0245,P001,Laptop Pro 14,Electronics,2,65000,0.1,100000,117000.0,17000.0,South,Tamil Nadu,5,May
ORD05163,2025-04-21,C1466,P007,Denim Jacket,Fashion,1,3200,0.05,1900,3040.0,1140.0,North,Delhi,4,April
ORD05164,2025-10-08,C0703,P009,Backpack,Fashion,1,1800,0.2,950,1440.0,490.0,South,Karnataka,10,October
ORD05165,2025-09-23,C1314,P003,Wireless Earbuds,Electronics,1,3500,0.0,2100,3500.0,1400.0,South,Kerala,9,September
ORD05166,2025-03-11,C1715,P020,Bluetooth Speaker,Electronics,1,2800,0.15,1600,2380.0,780.0,Central,Chhattisgarh,3,March
ORD05167,2025-12-27,C1136,P004,Mechanical Keyboard,Electronics,4,4500,0.05,11200,17100.0,5900.0,North,Delhi,12,December
ORD05168,2025-09-04,C0214,P003,Wireless Earbuds,Electronics,4,3500,0.05,8400,13300.0,4900.0,West,Rajasthan,9,September
ORD05169,2025-10-30,C1674,P004,Mechanical Keyboard,Electronics,2,4500,0.15,5600,7650.0,2050.0,West,Maharashtra,10,October
ORD05170,2025-02-04,C1910,P016,Air Fryer,Home Appliances,1,8500,0.1,5400,7650.0,2250.0,Northeast,Assam,2,February
ORD05171,2025-04-10,C0200,P008,Cotton T-Shirt,Fashion,2,900,0.2,900,1440.0,540.0,Central,Madhya Pradesh,4,April
ORD05172,2025-04-23,C0405,P011,Office Chair,Furniture,3,12000,0.25,24000,27000.0,3000.0,West,Maharashtra,4,April
ORD05173,2025-02-25,C0421,P001,Laptop Pro 14,Electronics,2,65000,0.05,100000,123500.0,23500.0,West,Goa,2,February
ORD05174,2025-10-04,C0007,P001,Laptop Pro 14,Electronics,2,65000,0.05,100000,123500.0,23500.0,South,Andhra Pradesh,10,October
ORD05175,2025-04-25,C1882,P008,Cotton T-Shirt,Fashion,1,900,0.15,450,765.0,315.0,Central,Chhattisgarh,4,April
ORD05176,2025-03-22,C1549,P017,Mixer Grinder,Home Appliances,2,6200,0.1,7800,11160.0,3360.0,East,Bihar,3,March
ORD05177,2025-08-19,C0592,P018,Water Bottle,Home & Kitchen,2,800,0.05,700,1520.0,820.0,South,Karnataka,8,August
ORD05178,2025-02-03,C0286,P002,Smartphone X,Electronics,1,32000,0.15,25000,27200.0,2200.0,East,West Bengal,2,February
ORD05179,2025-12-09,C0671,P010,Smart Watch,Electronics,1,7500,0.15,4800,6375.0,1575.0,Central,Chhattisgarh,12,December
ORD05180,2025-11-14,C0389,P019,Cookware Set,Home & Kitchen,4,4200,0.05,10000,15960.0,5960.0,South,Kerala,11,November
ORD05181,2025-10-22,C0416,P008,Cotton T-Shirt,Fashion,2,900,0.15,900,1530.0,630.0,North,Uttar Pradesh,10,October
ORD05182,2025-10-12,C0784,P017,Mixer Grinder,Home Appliances,2,6200,0.1,7800,11160.0,3360.0,North,Punjab,10,October
ORD05183,2025-05-22,C1007,P003,Wireless Earbuds,Electronics,1,3500,0.05,2100,3325.0,1225.0,South,Karnataka,5,May
ORD05184,2025-06-17,C1737,P019,Cookware Set,Home & Kitchen,1,4200,0.25,2500,3150.0,650.0,North,Delhi,6,June
ORD05185,2025-05-07,C1174,P015,Coffee Maker,Home Appliances,1,5500,0.1,3400,4950.0,1550.0,Central,Chhattisgarh,5,May
ORD05186,2025-06-01,C1984,P020,Bluetooth Speaker,Electronics,4,2800,0.15,6400,9520.0,3120.0,West,Maharashtra,6,June
ORD05187,2025-06-10,C1015,P014,LED Desk Lamp,Furniture,5,1800,0.05,4500,8550.0,4050.0,Central,Madhya Pradesh,6,June
ORD05188,2025-07-01,C0428,P007,Denim Jacket,Fashion,3,3200,0.1,5700,8640.0,2940.0,Central,Madhya Pradesh,7,July
ORD05189,2025-11-23,C1832,P020,Bluetooth Speaker,Electronics,1,2800,0.15,1600,2380.0,780.0,North,Uttar Pradesh,11,November
ORD05190,2025-03-29,C1005,P006,Running Shoes,Fashion,1,4200,0.1,2500,3780.0,1280.0,West,Goa,3,March
ORD05191,2025-12-01,C1317,P007,Denim Jacket,Fashion,1,3200,0.2,1900,2560.0,660.0,West,Rajasthan,12,December
ORD05192,2025-06-09,C0334,P014,LED Desk Lamp,Furniture,2,1800,0.0,1800,3600.0,1800.0,East,West Bengal,6,June
ORD05193,2025-01-06,C0272,P016,Air Fryer,Home Appliances,2,8500,0.25,10800,12750.0,1950.0,North,Delhi,1,January
ORD05194,2025-12-23,C1067,P019,Cookware Set,Home & Kitchen,1,4200,0.1,2500,3780.0,1280.0,North,Uttar Pradesh,12,December
ORD05195,2025-04-19,C1492,P004,Mechanical Keyboard,Electronics,2,4500,0.1,5600,8100.0,2500.0,Central,Madhya Pradesh,4,April
ORD05196,2025-03-23,C0319,P017,Mixer Grinder,Home Appliances,2,6200,0.1,7800,11160.0,3360.0,West,Goa,3,March
ORD05197,2025-12-02,C1516,P015,Coffee Maker,Home Appliances,1,5500,0.15,3400,4675.0,1275.0,East,Odisha,12,December
ORD05198,2025-05-20,C0527,P002,Smartphone X,Electronics,3,32000,0.1,75000,86400.0,11400.0,North,Punjab,5,May
ORD05199,2025-07-15,C0760,P008,Cotton T-Shirt,Fashion,3,900,0.1,1350,2430.0,1080.0,North,Haryana,7,July
ORD05200,2025-04-15,C1196,P006,Running Shoes,Fashion,1,4200,0.1,2500,3780.0,1280.0,North,Punjab,4,April
ORD05201,2025-03-22,C1754,P006,Running Shoes,Fashion,1,4200,0.1,2500,3780.0,1280.0,Northeast,Assam,3,March
ORD05202,2025-04-14,C1673,P020,Bluetooth Speaker,Electronics,1,2800,0.1,1600,2520.0,920.0,Northeast,Assam,4,April
ORD05203,2025-02-18,C0321,P013,Bookshelf,Furniture,1,6500,0.1,4200,5850.0,1650.0,South,Andhra Pradesh,2,February
ORD05204,2025-02-04,C0739,P014,LED Desk Lamp,Furniture,1,1800,0.15,900,1530.0,630.0,North,Delhi,2,February
ORD05205,2025-12-15,C1068,P020,Bluetooth Speaker,Electronics,1,2800,0.1,1600,2520.0,920.0,East,West Bengal,12,December
ORD05206,2025-02-05,C1556,P008,Cotton T-Shirt,Fashion,3,900,0.05,1350,2565.0,1215.0,South,Tamil Nadu,2,February
ORD05207,2025-05-20,C1655,P017,Mixer Grinder,Home Appliances,1,6200,0.1,3900,5580.0,1680.0,East,Odisha,5,May
ORD05208,2025-01-13,C0454,P008,Cotton T-Shirt,Fashion,1,900,0.1,450,810.0,360.0,North,Delhi,1,January
ORD05209,2025-11-03,C0746,P018,Water Bottle,Home & Kitchen,4,800,0.0,1400,3200.0,1800.0,East,Odisha,11,November
ORD05210,2025-12-09,C1994,P004,Mechanical Keyboard,Electronics,1,4500,0.2,2800,3600.0,800.0,West,Rajasthan,12,December
ORD05211,2025-08-22,C1904,P020,Bluetooth Speaker,Electronics,2,2800,0.0,3200,5600.0,2400.0,East,Odisha,8,August
ORD05212,2025-05-01,C1915,P005,Monitor 27,Electronics,1,18000,0.2,12500,14400.0,1900.0,South,Telangana,5,May
ORD05213,2025-01-21,C0929,P007,Denim Jacket,Fashion,1,3200,0.1,1900,2880.0,980.0,East,West Bengal,1,January
ORD05214,2025-08-10,C0848,P015,Coffee Maker,Home Appliances,3,5500,0.1,10200,14850.0,4650.0,South,Tamil Nadu,8,August
ORD05215,2025-10-10,C0868,P008,Cotton T-Shirt,Fashion,2,900,0.15,900,1530.0,630.0,North,Punjab,10,October
ORD05216,2025-01-16,C0774,P012,Study Table,Furniture,2,8500,0.1,11200,15300.0,4100.0,North,Punjab,1,January
ORD05217,2025-09-12,C0083,P008,Cotton T-Shirt,Fashion,1,900,0.15,450,765.0,315.0,North,Punjab,9,September
ORD05218,2025-01-31,C0543,P015,Coffee Maker,Home Appliances,2,5500,0.2,6800,8800.0,2000.0,West,Rajasthan,1,January
ORD05219,2025-08-22,C0322,P005,Monitor 27,Electronics,3,18000,0.05,37500,51300.0,13800.0,South,Telangana,8,August
ORD05220,2025-08-29,C0786,P002,Smartphone X,Electronics,1,32000,0.05,25000,30400.0,5400.0,North,Punjab,8,August
ORD05221,2025-02-11,C1258,P006,Running Shoes,Fashion,3,4200,0.1,7500,11340.0,3840.0,North,Haryana,2,February
ORD05222,2025-12-03,C0540,P009,Backpack,Fashion,2,1800,0.15,1900,3060.0,1160.0,Central,Madhya Pradesh,12,December
ORD05223,2025-07-10,C0252,P003,Wireless Earbuds,Electronics,1,3500,0.05,2100,3325.0,1225.0,North,Punjab,7,July
ORD05224,2025-02-12,C0836,P007,Denim Jacket,Fashion,1,3200,0.25,1900,2400.0,500.0,South,Tamil Nadu,2,February
ORD05225,2025-07-14,C1789,P008,Cotton T-Shirt,Fashion,2,900,0.15,900,1530.0,630.0,Central,Madhya Pradesh,7,July
ORD05226,2025-08-30,C0449,P002,Smartphone X,Electronics,2,32000,0.05,50000,60800.0,10800.0,North,Haryana,8,August
ORD05227,2025-11-01,C1263,P011,Office Chair,Furniture,2,12000,0.1,16000,21600.0,5600.0,West,Gujarat,11,November
ORD05228,2025-01-22,C0490,P018,Water Bottle,Home & Kitchen,2,800,0.05,700,1520.0,820.0,North,Delhi,1,January
ORD05229,2025-01-05,C1906,P003,Wireless Earbuds,Electronics,1,3500,0.1,2100,3150.0,1050.0,North,Punjab,1,January
ORD05230,2025-01-31,C0464,P011,Office Chair,Furniture,3,12000,0.25,24000,27000.0,3000.0,South,Karnataka,1,January
ORD05231,2025-01-06,C1965,P014,LED Desk Lamp,Furniture,2,1800,0.0,1800,3600.0,1800.0,South,Karnataka,1,January
ORD05232,2025-01-13,C0314,P008,Cotton T-Shirt,Fashion,2,900,0.15,900,1530.0,630.0,North,Delhi,1,January
ORD05233,2025-02-24,C1199,P014,LED Desk Lamp,Furniture,4,1800,0.05,3600,6840.0,3240.0,South,Andhra Pradesh,2,February
ORD05234,2025-09-07,C1730,P008,Cotton T-Shirt,Fashion,1,900,0.1,450,810.0,360.0,Central,Chhattisgarh,9,September
ORD05235,2025-02-14,C1204,P009,Backpack,Fashion,1,1800,0.0,950,1800.0,850.0,North,Punjab,2,February
ORD05236,2025-09-25,C1956,P001,Laptop Pro 14,Electronics,4,65000,0.05,200000,247000.0,47000.0,South,Andhra Pradesh,9,September
ORD05237,2025-07-09,C0385,P014,LED Desk Lamp,Furniture,2,1800,0.15,1800,3060.0,1260.0,North,Uttar Pradesh,7,July
ORD05238,2025-07-14,C0295,P014,LED Desk Lamp,Furniture,1,1800,0.05,900,1710.0,810.0,South,Kerala,7,July
ORD05239,2025-11-01,C1239,P001,Laptop Pro 14,Electronics,1,65000,0.0,50000,65000.0,15000.0,South,Andhra Pradesh,11,November
ORD05240,2025-09-26,C0986,P007,Denim Jacket,Fashion,2,3200,0.1,3800,5760.0,1960.0,West,Maharashtra,9,September
ORD05241,2025-08-09,C1739,P020,Bluetooth Speaker,Electronics,2,2800,0.05,3200,5320.0,2120.0,South,Tamil Nadu,8,August
ORD05242,2025-01-23,C0762,P008,Cotton T-Shirt,Fashion,1,900,0.1,450,810.0,360.0,North,Uttar Pradesh,1,January
ORD05243,2025-10-30,C1898,P009,Backpack,Fashion,2,1800,0.2,1900,2880.0,980.0,North,Uttar Pradesh,10,October
ORD05244,2025-08-26,C0769,P019,Cookware Set,Home & Kitchen,2,4200,0.1,5000,7560.0,2560.0,South,Kerala,8,August
ORD05245,2025-02-13,C1099,P014,LED Desk Lamp,Furniture,1,1800,0.1,900,1620.0,720.0,North,Delhi,2,February
ORD05246,2025-05-02,C0344,P011,Office Chair,Furniture,3,12000,0.15,24000,30600.0,6600.0,Central,Chhattisgarh,5,May
ORD05247,2025-12-06,C1738,P017,Mixer Grinder,Home Appliances,3,6200,0.15,11700,15810.0,4110.0,West,Rajasthan,12,December
ORD05248,2025-01-15,C0142,P018,Water Bottle,Home & Kitchen,3,800,0.0,1050,2400.0,1350.0,North,Uttar Pradesh,1,January
ORD05249,2025-04-18,C0718,P009,Backpack,Fashion,1,1800,0.25,950,1350.0,400.0,West,Maharashtra,4,April
ORD05250,2025-06-25,C1223,P009,Backpack,Fashion,2,1800,0.0,1900,3600.0,1700.0,North,Haryana,6,June
ORD05251,2025-02-25,C1943,P008,Cotton T-Shirt,Fashion,4,900,0.2,1800,2880.0,1080.0,East,West Bengal,2,February
ORD05252,2025-10-12,C1195,P020,Bluetooth Speaker,Electronics,2,2800,0.1,3200,5040.0,1840.0,North,Punjab,10,October
ORD05253,2025-04-06,C0406,P014,LED Desk Lamp,Furniture,1,1800,0.1,900,1620.0,720.0,North,Delhi,4,April
ORD05254,2025-06-10,C1852,P002,Smartphone X,Electronics,3,32000,0.15,75000,81600.0,6600.0,North,Punjab,6,June
ORD05255,2025-09-15,C0228,P018,Water Bottle,Home & Kitchen,5,800,0.0,1750,4000.0,2250.0,South,Tamil Nadu,9,September
ORD05256,2025-11-02,C0411,P009,Backpack,Fashion,5,1800,0.05,4750,8550.0,3800.0,West,Maharashtra,11,November
ORD05257,2025-11-04,C0952,P002,Smartphone X,Electronics,2,32000,0.1,50000,57600.0,7600.0,South,Telangana,11,November
ORD05258,2025-02-13,C0898,P010,Smart Watch,Electronics,5,7500,0.25,24000,28125.0,4125.0,North,Delhi,2,February
ORD05259,2025-07-23,C1959,P008,Cotton T-Shirt,Fashion,1,900,0.1,450,810.0,360.0,Central,Chhattisgarh,7,July
ORD05260,2025-05-16,C0691,P018,Water Bottle,Home & Kitchen,2,800,0.2,700,1280.0,580.0,West,Goa,5,May
ORD05261,2025-11-15,C0878,P004,Mechanical Keyboard,Electronics,1,4500,0.25,2800,3375.0,575.0,Northeast,Assam,11,November
ORD05262,2025-03-22,C0787,P017,Mixer Grinder,Home Appliances,1,6200,0.1,3900,5580.0,1680.0,North,Punjab,3,March
ORD05263,2025-09-23,C0062,P010,Smart Watch,Electronics,2,7500,0.2,9600,12000.0,2400.0,North,Delhi,9,September
ORD05264,2025-09-30,C1351,P002,Smartphone X,Electronics,3,32000,0.1,75000,86400.0,11400.0,Central,Madhya Pradesh,9,September
ORD05265,2025-07-18,C1740,P020,Bluetooth Speaker,Electronics,2,2800,0.05,3200,5320.0,2120.0,North,Uttar Pradesh,7,July
ORD05266,2025-08-02,C1987,P010,Smart Watch,Electronics,2,7500,0.15,9600,12750.0,3150.0,North,Uttar Pradesh,8,August
ORD05267,2025-04-23,C1983,P006,Running Shoes,Fashion,1,4200,0.15,2500,3570.0,1070.0,South,Tamil Nadu,4,April
ORD05268,2025-01-26,C0879,P009,Backpack,Fashion,1,1800,0.0,950,1800.0,850.0,Northeast,Assam,1,January
ORD05269,2025-01-12,C1157,P018,Water Bottle,Home & Kitchen,2,800,0.15,700,1360.0,660.0,West,Rajasthan,1,January
ORD05270,2025-06-16,C1608,P006,Running Shoes,Fashion,2,4200,0.0,5000,8400.0,3400.0,East,West Bengal,6,June
ORD05271,2025-10-21,C1614,P004,Mechanical Keyboard,Electronics,3,4500,0.1,8400,12150.0,3750.0,Central,Chhattisgarh,10,October
ORD05272,2025-04-01,C1213,P003,Wireless Earbuds,Electronics,1,3500,0.1,2100,3150.0,1050.0,South,Andhra Pradesh,4,April
ORD05273,2025-03-21,C0356,P006,Running Shoes,Fashion,2,4200,0.1,5000,7560.0,2560.0,South,Karnataka,3,March
ORD05274,2025-10-21,C0071,P016,Air Fryer,Home Appliances,1,8500,0.1,5400,7650.0,2250.0,East,West Bengal,10,October
ORD05275,2025-06-16,C0263,P009,Backpack,Fashion,1,1800,0.25,950,1350.0,400.0,West,Maharashtra,6,June
ORD05276,2025-12-29,C0306,P005,Monitor 27,Electronics,1,18000,0.15,12500,15300.0,2800.0,West,Rajasthan,12,December
ORD05277,2025-03-28,C0558,P003,Wireless Earbuds,Electronics,4,3500,0.15,8400,11900.0,3500.0,Northeast,Assam,3,March
ORD05278,2025-10-07,C1248,P007,Denim Jacket,Fashion,2,3200,0.15,3800,5440.0,1640.0,South,Tamil Nadu,10,October
ORD05279,2025-03-18,C1352,P020,Bluetooth Speaker,Electronics,1,2800,0.15,1600,2380.0,780.0,South,Kerala,3,March
ORD05280,2025-03-06,C0762,P007,Denim Jacket,Fashion,3,3200,0.2,5700,7680.0,1980.0,North,Delhi,3,March
ORD05281,2025-06-24,C0588,P020,Bluetooth Speaker,Electronics,3,2800,0.2,4800,6720.0,1920.0,East,Bihar,6,June
ORD05282,2025-04-14,C0074,P009,Backpack,Fashion,2,1800,0.15,1900,3060.0,1160.0,South,Tamil Nadu,4,April
ORD05283,2025-02-03,C1535,P004,Mechanical Keyboard,Electronics,1,4500,0.1,2800,4050.0,1250.0,North,Punjab,2,February
ORD05284,2025-08-20,C0142,P018,Water Bottle,Home & Kitchen,2,800,0.1,700,1440.0,740.0,South,Kerala,8,August
ORD05285,2025-05-15,C1609,P009,Backpack,Fashion,1,1800,0.1,950,1620.0,670.0,South,Kerala,5,May
ORD05286,2025-02-08,C0102,P014,LED Desk Lamp,Furniture,1,1800,0.1,900,1620.0,720.0,East,Odisha,2,February
ORD05287,2025-03-08,C1630,P020,Bluetooth Speaker,Electronics,2,2800,0.1,3200,5040.0,1840.0,West,Rajasthan,3,March
ORD05288,2025-05-29,C1605,P002,Smartphone X,Electronics,1,32000,0.2,25000,25600.0,600.0,Northeast,Assam,5,May
ORD05289,2025-12-31,C1089,P002,Smartphone X,Electronics,2,32000,0.2,50000,51200.0,1200.0,North,Haryana,12,December
